No,Model_Type,Batch_Size,Max_Sequence_Length,Learning_Rate,Dropout,F1_Train,F1_Validation,Training_Time
1,mlp,16,77,2e-05,0.2,0.977,0.908,3.03
2,mlp,16,77,2e-05,0.3,0.939,0.893,1.82
3,mlp,16,77,3e-05,0.2,0.981,0.904,2.07
4,mlp,16,77,3e-05,0.3,0.958,0.9,1.97
5,mlp,16,128,2e-05,0.2,0.969,0.897,2.23
6,mlp,16,128,2e-05,0.3,0.922,0.883,2.28
7,mlp,16,128,3e-05,0.2,0.976,0.904,2.04
8,mlp,16,128,3e-05,0.3,0.948,0.89,2.03
9,mlp,32,77,2e-05,0.2,0.947,0.904,1.69
10,mlp,32,77,2e-05,0.3,0.912,0.879,1.7
